0 FILE 4162pb233.dat
0 Tile 1 x 8 with White Stud Measurements 1-8 Pattern
3 15 -32.230 0.000 0.600 -33.200 0.000 1.770 -33.700 0.000 1.000
3 15 -32.430 0.000 0.300 -33.700 0.000 1.000 -33.890 0.000 -0.010
3 15 -33.890 0.000 -0.010 -32.500 0.000 -0.050 -32.430 0.000 0.300
3 15 -27.570 0.000 -0.830 -26.580 0.000 -1.810 -26.070 0.000 -0.970
3 15 -26.070 0.000 -0.970 -27.360 0.000 -0.460 -27.570 0.000 -0.830
3 15 -19.630 0.000 10.000 -20.380 0.000 10.000 -20.380 0.000 -10.000
3 15 -20.380 0.000 -10.000 -19.630 0.000 -10.000 -19.630 0.000 10.000
3 15 -8.790 0.000 2.150 -7.380 0.000 2.150 -7.380 0.000 3.000
3 15 -7.380 0.000 3.000 -8.790 0.000 3.000 -8.790 0.000 2.150
3 15 -8.760 0.000 -0.910 -10.790 0.000 0.570 -14.000 0.000 1.480
3 15 -14.000 0.000 1.480 -7.860 0.000 -3.000 -8.760 0.000 -0.910
3 15 -7.860 0.000 -3.000 -7.380 0.000 -3.000 -7.380 0.000 0.550
3 15 -8.760 0.000 -0.910 -7.860 0.000 -3.000 -7.380 0.000 0.550
3 15 -7.380 0.000 0.550 -8.760 0.000 0.570 -8.760 0.000 -0.910
3 15 -8.790 0.000 2.150 -14.000 0.000 2.150 -14.000 0.000 1.480
3 15 -14.000 0.000 1.480 -10.790 0.000 0.570 -8.790 0.000 2.150
3 15 -8.790 0.000 2.150 -10.790 0.000 0.570 -8.760 0.000 0.570
3 15 -8.760 0.000 0.570 -7.380 0.000 2.150 -8.790 0.000 2.150
3 15 -7.380 0.000 2.150 -8.760 0.000 0.570 -7.380 0.000 0.550
3 15 -7.380 0.000 0.550 -6.000 0.000 0.550 -7.380 0.000 2.150
3 15 -6.000 0.000 0.550 -6.000 0.000 2.150 -7.380 0.000 2.150
3 15 0.380 0.000 10.000 -0.380 0.000 10.000 -0.380 0.000 -10.000
3 15 -0.380 0.000 -10.000 0.380 0.000 -10.000 0.380 0.000 10.000
3 15 11.680 0.000 1.240 12.160 0.000 0.930 13.190 0.000 2.110
3 15 13.190 0.000 2.110 12.280 0.000 2.740 11.680 0.000 1.240
3 15 10.500 0.000 1.240 10.050 0.000 2.740 9.180 0.000 2.140
3 15 9.180 0.000 2.140 10.030 0.000 0.900 10.500 0.000 1.240
3 15 10.050 0.000 2.740 10.500 0.000 1.240 11.100 0.000 1.360
3 15 11.100 0.000 1.360 11.140 0.000 2.970 10.050 0.000 2.740
3 15 13.600 0.000 -1.510 13.900 0.000 -0.790 12.370 0.000 -0.940
3 15 12.370 0.000 -0.940 13.120 0.000 -2.140 13.600 0.000 -1.510
3 15 6.000 0.000 -0.730 9.790 0.000 -1.220 9.610 0.000 -0.240
3 15 9.610 0.000 -0.240 8.410 0.000 0.070 6.000 0.000 -0.730
3 15 12.590 0.000 -0.130 12.370 0.000 -0.940 13.900 0.000 -0.790
3 15 13.900 0.000 -0.790 14.000 0.000 0.000 12.590 0.000 -0.130
3 15 7.400 0.000 0.360 7.400 0.000 2.860 6.000 0.000 2.860
3 15 6.000 0.000 2.860 6.000 0.000 -0.730 7.400 0.000 0.360
3 15 11.140 0.000 2.970 11.100 0.000 1.360 11.680 0.000 1.240
3 15 11.680 0.000 1.240 12.280 0.000 2.740 11.140 0.000 2.970
3 15 8.410 0.000 0.160 8.410 0.000 0.070 9.610 0.000 -0.240
3 15 9.610 0.000 -0.240 9.720 0.000 0.390 8.410 0.000 0.160
3 15 6.000 0.000 -0.730 8.410 0.000 0.070 7.400 0.000 0.360
3 15 12.160 0.000 0.930 12.480 0.000 0.450 13.790 0.000 1.170
3 15 13.790 0.000 1.170 13.190 0.000 2.110 12.160 0.000 0.930
3 15 14.000 0.000 0.000 13.790 0.000 1.170 12.480 0.000 0.450
3 15 12.480 0.000 0.450 12.590 0.000 -0.130 14.000 0.000 0.000
3 15 11.720 0.000 -1.550 12.470 0.000 -2.640 13.120 0.000 -2.140
3 15 13.120 0.000 -2.140 12.370 0.000 -0.940 11.720 0.000 -1.550
3 15 9.720 0.000 0.390 8.610 0.000 1.250 8.410 0.000 0.160
3 15 8.610 0.000 1.250 9.720 0.000 0.390 10.030 0.000 0.900
3 15 10.030 0.000 0.900 9.180 0.000 2.140 8.610 0.000 1.250
3 15 6.000 0.000 -0.730 10.250 0.000 -1.960 9.790 0.000 -1.220
3 15 20.380 0.000 10.000 19.630 0.000 10.000 19.630 0.000 -10.000
3 15 19.630 0.000 -10.000 20.380 0.000 -10.000 20.380 0.000 10.000
3 15 28.350 0.000 0.320 29.770 0.000 -0.540 29.650 0.000 0.000
3 15 28.360 0.000 0.410 28.350 0.000 0.320 29.650 0.000 0.000
3 15 29.650 0.000 0.000 29.770 0.000 0.540 28.360 0.000 0.410
3 15 26.000 0.000 0.300 28.350 0.000 0.320 26.000 0.000 2.170
3 15 30.120 0.000 -2.750 31.120 0.000 -2.930 31.120 0.000 -1.380
3 15 31.120 0.000 -1.380 30.540 0.000 -1.270 30.120 0.000 -2.750
3 15 34.000 0.000 0.000 33.770 0.000 1.140 32.470 0.000 0.540
3 15 32.470 0.000 0.540 32.580 0.000 0.000 34.000 0.000 0.000
3 15 32.150 0.000 0.970 32.470 0.000 0.540 33.770 0.000 1.140
3 15 33.770 0.000 1.140 33.150 0.000 2.070 32.150 0.000 0.970
3 15 32.240 0.000 -2.700 31.680 0.000 -1.270 31.120 0.000 -1.380
3 15 31.120 0.000 -1.380 31.120 0.000 -2.930 32.240 0.000 -2.700
3 15 31.680 0.000 -1.270 32.240 0.000 -2.700 33.150 0.000 -2.070
3 15 33.150 0.000 -2.070 32.150 0.000 -0.980 31.680 0.000 -1.270
3 15 29.240 0.000 -2.230 30.120 0.000 -2.750 30.540 0.000 -1.270
3 15 30.540 0.000 -1.270 30.080 0.000 -0.970 29.240 0.000 -2.230
3 15 32.150 0.000 -0.980 33.150 0.000 -2.070 33.770 0.000 -1.140
3 15 33.770 0.000 -1.140 32.460 0.000 -0.540 32.150 0.000 -0.980
3 15 28.660 0.000 1.390 28.360 0.000 0.410 29.770 0.000 0.540
3 15 29.770 0.000 0.540 30.090 0.000 0.980 28.660 0.000 1.390
3 15 26.000 0.000 0.300 29.240 0.000 -2.230 30.080 0.000 -0.970
3 15 26.000 0.000 0.300 30.080 0.000 -0.970 29.770 0.000 -0.540
3 15 29.770 0.000 -0.540 28.350 0.000 0.320 26.000 0.000 0.300
3 15 29.250 0.000 2.190 30.090 0.000 0.980 30.550 0.000 1.270
3 15 30.550 0.000 1.270 30.090 0.000 2.730 29.250 0.000 2.190
3 15 29.250 0.000 2.190 28.660 0.000 1.390 30.090 0.000 0.980
3 15 31.120 0.000 1.380 31.690 0.000 1.270 32.240 0.000 2.700
3 15 32.240 0.000 2.700 31.120 0.000 2.930 31.120 0.000 1.380
3 15 33.150 0.000 2.070 32.240 0.000 2.700 31.690 0.000 1.270
3 15 31.690 0.000 1.270 32.150 0.000 0.970 33.150 0.000 2.070
3 15 30.090 0.000 2.730 30.550 0.000 1.270 31.120 0.000 1.380
3 15 31.120 0.000 1.380 31.120 0.000 2.930 30.090 0.000 2.730
3 15 32.460 0.000 -0.540 33.770 0.000 -1.140 34.000 0.000 0.000
3 15 34.000 0.000 0.000 32.580 0.000 0.000 32.460 0.000 -0.540
3 15 40.380 0.000 10.000 39.630 0.000 10.000 39.630 0.000 -10.000
3 15 39.630 0.000 -10.000 40.380 0.000 -10.000 40.380 0.000 10.000
3 15 46.000 0.000 3.340 46.000 0.000 -3.310 47.430 0.000 -3.310
3 15 47.430 0.000 -3.310 47.430 0.000 0.560 46.000 0.000 3.340
3 15 47.430 0.000 0.560 54.000 0.000 -3.340 54.000 0.000 -1.470
3 15 54.000 0.000 -1.470 46.000 0.000 3.340 47.430 0.000 0.560
3 15 60.380 0.000 10.000 59.630 0.000 10.000 59.630 0.000 -10.000
3 15 59.630 0.000 -10.000 60.380 0.000 -10.000 60.380 0.000 10.000
3 15 69.120 0.000 0.360 70.590 0.000 0.430 69.770 0.000 1.600
3 15 69.770 0.000 1.600 68.920 0.000 0.660 69.120 0.000 0.360
3 15 69.770 0.000 1.600 70.590 0.000 0.430 70.820 0.000 0.780
3 15 69.770 0.000 1.600 70.820 0.000 0.780 71.160 0.000 1.010
3 15 71.160 0.000 1.010 70.560 0.000 2.360 69.770 0.000 1.600
3 15 67.580 0.000 0.660 66.640 0.000 1.730 66.170 0.000 0.970
3 15 66.170 0.000 0.970 67.380 0.000 0.360 67.580 0.000 0.660
3 15 66.640 0.000 1.730 67.580 0.000 0.660 67.880 0.000 0.860
3 15 67.880 0.000 0.860 67.360 0.000 2.240 66.640 0.000 1.730
3 15 71.990 0.000 1.010 72.330 0.000 0.780 73.290 0.000 1.880
3 15 73.290 0.000 1.880 72.520 0.000 2.430 71.990 0.000 1.010
3 15 73.810 0.000 1.050 73.290 0.000 1.880 72.330 0.000 0.780
3 15 72.330 0.000 0.780 72.560 0.000 0.430 73.810 0.000 1.050
3 15 68.250 0.000 0.930 68.620 0.000 0.860 69.100 0.000 2.210
3 15 69.100 0.000 2.210 68.270 0.000 2.420 68.250 0.000 0.930
3 15 69.770 0.000 1.600 69.100 0.000 2.210 68.620 0.000 0.860
3 15 68.620 0.000 0.860 68.920 0.000 0.660 69.770 0.000 1.600
3 15 68.250 0.000 0.930 68.270 0.000 2.420 67.360 0.000 2.240
3 15 67.360 0.000 2.240 67.880 0.000 0.860 68.250 0.000 0.930
3 15 71.160 0.000 1.010 71.570 0.000 1.090 71.040 0.000 2.560
3 15 71.040 0.000 2.560 70.560 0.000 2.360 71.160 0.000 1.010
3 15 71.570 0.000 -2.630 72.520 0.000 -2.430 71.570 0.000 -1.100
3 15 71.570 0.000 -1.100 71.040 0.000 -2.560 71.570 0.000 -2.630
3 15 71.160 0.000 -1.010 69.770 0.000 -1.610 70.570 0.000 -2.370
3 15 70.570 0.000 -2.370 71.040 0.000 -2.560 71.160 0.000 -1.010
3 15 71.570 0.000 2.630 71.040 0.000 2.560 71.570 0.000 1.090
3 15 71.040 0.000 -2.560 71.570 0.000 -1.100 71.160 0.000 -1.010
3 15 72.520 0.000 2.430 71.570 0.000 2.630 71.570 0.000 1.090
3 15 71.570 0.000 1.090 71.990 0.000 1.010 72.520 0.000 2.430
3 15 72.520 0.000 -2.430 73.290 0.000 -1.890 71.990 0.000 -1.010
3 15 71.990 0.000 -1.010 71.570 0.000 -1.100 72.520 0.000 -2.430
3 15 68.250 0.000 -0.940 68.270 0.000 -2.420 69.100 0.000 -2.220
3 15 69.100 0.000 -2.220 68.620 0.000 -0.860 68.250 0.000 -0.940
3 15 67.350 0.000 -2.240 68.270 0.000 -2.420 68.250 0.000 -0.940
3 15 68.250 0.000 -0.940 67.880 0.000 -0.860 67.350 0.000 -2.240
3 15 69.770 0.000 -1.610 71.160 0.000 -1.010 70.820 0.000 -0.780
3 15 72.330 0.000 -0.780 73.290 0.000 -1.890 73.810 0.000 -1.060
3 15 73.810 0.000 -1.060 72.560 0.000 -0.430 72.330 0.000 -0.780
3 15 73.290 0.000 -1.890 72.330 0.000 -0.780 71.990 0.000 -1.010
3 15 66.170 0.000 -0.980 66.640 0.000 -1.740 67.580 0.000 -0.660
3 15 67.580 0.000 -0.660 67.380 0.000 -0.360 66.170 0.000 -0.980
3 15 67.880 0.000 -0.860 67.580 0.000 -0.660 66.640 0.000 -1.740
3 15 66.640 0.000 -1.740 67.350 0.000 -2.240 67.880 0.000 -0.860
3 15 69.770 0.000 -1.610 68.920 0.000 -0.660 68.620 0.000 -0.860
3 15 68.620 0.000 -0.860 69.100 0.000 -2.220 69.770 0.000 -1.610
3 15 69.770 0.000 -1.610 70.820 0.000 -0.780 70.590 0.000 -0.430
3 15 70.590 0.000 -0.430 69.120 0.000 -0.360 69.770 0.000 -1.610
3 15 69.770 0.000 -1.610 69.120 0.000 -0.360 68.920 0.000 -0.660
3 15 66.000 0.000 0.000 66.170 0.000 -0.980 67.380 0.000 -0.360
3 15 67.380 0.000 -0.360 67.310 0.000 0.000 66.000 0.000 0.000
3 15 69.120 0.000 -0.360 70.590 0.000 -0.430 70.510 0.000 0.000
3 15 70.510 0.000 0.000 69.190 0.000 0.000 69.120 0.000 -0.360
3 15 74.000 0.000 0.000 72.640 0.000 0.000 72.560 0.000 -0.430
3 15 72.560 0.000 -0.430 73.810 0.000 -1.060 74.000 0.000 0.000
3 15 66.000 0.000 0.000 67.310 0.000 0.000 67.380 0.000 0.360
3 15 67.380 0.000 0.360 66.170 0.000 0.970 66.000 0.000 0.000
3 15 70.510 0.000 0.000 70.590 0.000 0.430 69.120 0.000 0.360
3 15 69.120 0.000 0.360 69.190 0.000 0.000 70.510 0.000 0.000
3 15 74.000 0.000 0.000 73.810 0.000 1.050 72.560 0.000 0.430
3 15 72.560 0.000 0.430 72.640 0.000 0.000 74.000 0.000 0.000
1 16 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0000 1.0000 s/4162s01.dat
